HIGH_CH,DIAB,OBES,PHY_IA,SMOKE,DEATH
36.7,5.5,28.1,17.5,14.2,230.2
35.4,8.1,25.9,18.4,14.4,260.7
36.3,8.4,28,19.2,17.2,276.3
35.4,8.8,30.4,25.1,17.8,290.9
30.8,6.1,21.4,16.2,14.2,270.9
30.5,6.4,21.1,16.9,12.1,225.8
32.9,5.6,25,19.3,13.3,236.2
34.4,7,24.2,17.1,12.8,225
35.8,9.5,26.8,21.7,15.8,261.2
30.1,8.8,21.9,19.4,15.9,216.3
33.6,8,27.8,21.4,17.2,270.8
36.1,7.5,31.8,19.8,20.4,317.8
41.7,14.3,38,24.6,23.3,451.9
38.6,13.4,33.8,27.8,20.9,340
37.9,7.7,35.2,24.3,20.2,447.6
39.6,13.2,32.7,26.3,18.7,301.8
37.3,9.4,34.2,20.9,20.7,421.4
37.9,8.1,38.7,23.6,23.8,369.1
36.2,12.8,36.9,26.3,21,385.6
39.3,12.8,35.9,24.7,20.4,369.2
42,14.9,36.4,27.1,24.7,448
34.4,11.2,34.2,20.3,17.4,299.2
35.3,8.4,33.8,20,17.8,342.9
37.4,11.3,35.3,25.6,22.6,428.8
42.6,9.5,44.5,24.5,23,454.9
35.9,8.9,45.7,22.2,22.9,422.9
37.4,8.2,34.8,21.7,23.1,421.6
41.4,9.9,38.4,23.3,20.7,429.4
31.2,9.4,31.4,20,17.5,308.7
35.6,11.9,36.3,26.4,23,338
42,10.9,33.6,24.9,22.2,441.4
30,9.1,36.6,19.5,21.2,387.2
39,10,34.5,24,21.4,416.5
33.1,9.8,30.6,19,18.2,320.9
31.7,8.3,29.9,18.7,17.8,337.2
43.7,6.5,27.2,31.1,26.2,342.1
38.1,6.9,32.9,20.3,21,398.7
37.2,10.8,38.6,25.2,20.3,451.3
35.7,6.9,28.8,19.3,16.7,364.3
36.2,9.9,31.6,23.2,21.5,372.7
39.6,10.5,30.4,18.1,20.1,315.3
39.1,11.2,33.5,24.5,20.3,335.7
35.1,6.7,37.4,24.1,21.7,388
36,8.1,36.4,20.8,18.2,299.6
40.1,14.4,38.3,24.4,23.6,380.9
36.4,9.2,38.1,24.4,20.1,393.8
37,12.1,41.9,25.5,24.7,345.2
37.8,12.4,36.5,23.7,23.8,329.1
37.4,10.7,32.4,24.8,22.5,339.8
35.4,7.8,24.6,18.2,15.1,357.1
40,12,38.2,22.4,22.5,334.6
41.9,9.9,42.5,31.2,23.5,431.5
39.8,11.5,37.9,21.2,24.7,349.3
32.7,8.1,26.2,18.1,16.4,281.4
45.3,10,40.7,33.7,21.9,423.6
35.6,10.4,39.6,23.8,20.4,357.5
38.4,8.7,33.6,25.2,22.2,435.3
37.4,16.8,34.5,25.7,23.2,366.2
39.3,10.8,33.9,26.7,22.9,431.4
37.4,8.7,38.9,26.8,20.5,397.9
38.8,8.8,32.9,27.4,22.5,410
37.7,13.9,36,29.6,21.5,376.4
30.9,7.4,25.5,15.1,13.9,317
36.2,10.8,34.4,26,23.5,489.3
38.6,10.9,32.4,27.9,23.3,315.8
44.3,6.3,32.6,18.8,20.2,448.1
40,9.4,36.2,24.9,22,334.5
39.9,9.8,34.6,22.4,21.7,435
41.7,6.8,31.7,25.6,19.8,309.9
38.5,12.7,30.2,21.2,24.3,319.5
39.9,10,37,13.9,17.8,293
41,10.3,29.9,24.7,20.8,371.3
36.1,9,43.3,30.9,23.3,317.8
42,9.7,32.5,20.3,21.5,373.1
40.8,11.3,35.4,20.4,21.2,373
39.6,7.3,23.5,15.5,19.2,280.2
37.5,5.6,26,17.1,18.3,343.4
40.1,10.2,29.9,23.2,22.5,352.2
34.6,5.5,28,16.9,18.3,310.8
34.4,7.6,25.6,17.9,19.2,324.9
43,7.5,28.7,24.3,20.8,330.6
39.7,14.8,34.5,27.3,25.1,403.4
44.2,12.8,32,18.1,16.7,304.1
40,7.2,27.6,14.1,14.7,296.8
38.4,6,31.5,16.8,23.9,311.2
41.2,11.8,44.2,31.6,21.9,307.7
34.6,7.5,33.7,17.4,18.5,319.5
40.3,8.2,32.8,24.5,20.8,394.5
43.9,14.9,33.6,19.2,22.2,418.1
45.3,7.1,32.6,22.1,20.3,349.8
43.1,8.6,31.2,23.8,23.1,425.4
38.5,8.1,32.8,22.2,20.4,354.9
43.1,9,30,25.1,20.4,412.8
42.7,4.3,27.3,22,23.3,328.1
26.4,8.3,34.2,22.2,17.8,258.3
32.5,9,35,23.4,18.5,217.1
34.9,10.7,38,25.1,17.8,318.9
34.4,8,36.2,26.4,18.9,316.4
33.7,10.3,34.8,23.7,18.1,300.7
31.5,8.3,32.9,17.6,17.8,244.3
34.6,9.8,30.3,20.6,18,275
30.6,8,32.8,25.7,18.1,241.7
34.4,10.4,33.2,19.5,18.2,287.1
35.1,4.5,39.7,20,17.3,253.4
30.6,7.4,29.7,19.2,16.5,236.8
32.6,10.7,33.7,24.9,20.6,266.1
33.8,7.2,33.4,23.3,18.5,272.3
33.6,10.5,33.8,29.3,19.9,258.3
33,6.4,31.8,27.2,17.1,301
32.1,7.8,37.2,25.4,19.1,214.1
34.2,9.8,32.7,25.1,18.8,283.9
33.7,6.3,31.9,25.5,19,249.6
31.8,9.4,34.5,22.3,20.2,257.7
29.6,10.4,29.9,20.1,20.3,233.5
36,8.1,38.5,20.9,18.6,318.5
28,7.7,25.6,15.4,12.9,188.3
35.2,8.5,33.6,24.4,20.3,233.2
33.5,14.3,33.9,24.5,19.9,237.2
28.6,7.4,28.7,18.5,16.5,244.2
35.4,8.7,30.6,25.7,22.6,289
33.1,7,28.4,20.8,19.9,228.4
32.5,7.6,33.8,22.4,16.9,266.3
34.6,8.6,33,30.2,18.3,274.6
35.7,7.6,31.7,22.8,18.1,247.2
34.5,10.9,35.7,21.5,18.8,260.4
32.5,8.3,28.6,20.2,18,224.5
35.3,9,34.4,18.1,17.7,306.1
35.9,7.6,32.9,25.1,19.3,260.1
34.6,10.3,37.4,20.4,17,275.9
36.1,9.3,26.9,19.2,19.2,299.2
31.7,8.6,38.8,25.2,18.7,247.4
35.1,11.6,38.5,29.7,28,306.2
33.9,8.7,42.7,27,18.8,297.9
32.9,8.6,36.8,18.7,17.5,256
33.2,8,29.8,23.9,21.1,212.1
33.2,5.8,36.5,22.4,19.1,248.9
33.9,8.2,32.7,22.5,17,318.4
32.6,7.9,31.9,20.9,19.4,285.4
32.3,7.8,38,26,17.6,307.4
33.6,4,31.3,18.5,17.4,222
33.3,11.2,33,20.2,18.8,306
33.1,10.2,36.8,24.1,19.2,232.5
32.4,9.5,36.2,23.9,18.7,318.4
29.6,7.9,31.9,17.8,17.9,208.4
29,7.4,29.9,20.9,17.3,198.7
29,8.2,30.5,18.5,16.3,275.5
34.9,11.4,39.7,27.1,19.6,253.8
33.9,8.8,37.9,23.7,19.5,215.3
35.3,10.3,31.3,26.9,17.7,377.8
34.4,8,38.8,29.8,20.6,262.8
32.8,10.4,32.9,31.4,18,371.9
29.1,7.9,32.3,19,15.9,221.5
33.5,9.7,38.5,24.8,19.5,250.7
30.5,8.7,40.8,21.8,17.7,288.2
32.9,3.8,29.5,21.9,18.7,295.2
34.4,8.1,36.6,21.5,18.5,289.4
31,6.5,33.3,19,16.8,299.5
32.2,6,31.7,22.2,16.8,292.9
33,8.1,33,24.1,19.2,275
30.5,7,26.8,16.5,14.6,283.7
30.1,6.1,27.7,17.6,16.6,219.5
32.3,8.7,32.7,19.6,17.6,276.9
33.5,7.6,39.6,22.1,17,282.4
32.1,7.9,30.2,27.5,19.2,273.5
29,8.9,29,23.5,16.9,279.7
38.4,7.8,29.7,23.9,18.7,271.1
29.9,7.7,30.5,19,18.3,184.2
31.5,9.8,32.6,21.2,20.6,278.3
30.8,7.4,27,20.8,18.4,257.4
34.7,7.7,24.9,18,15.3,191.7
29.9,7.2,30.4,17.3,14.5,198.2
28.4,6.4,22.6,15.7,13.2,195.9
31.4,9,34,22.6,19,239.7
34.6,11,31.2,26.9,21,265.5
34.9,5.9,28.2,22.1,15.8,245.1
33,11,30.4,24.4,23.1,244.6
34.1,9.6,37.6,28,21.4,272.9
29,7.8,28.1,19.3,15.9,214.8
30.3,7.4,28.1,19.4,19.4,258.2
28,7.8,29,18.3,14.9,195.1
29.7,7.2,26.1,15.7,13.6,192.7
41.6,13.3,38,28.1,24.4,346.4
42.5,14,40.5,40.1,22.7,504.5
37.8,17.5,47.8,38.4,24.5,647.3
41.7,12.2,33.3,22.4,22.1,549.2
39.9,17.3,43.3,40.9,22.1,452.6
40.5,11,40,31.7,23.5,537.7
35.6,10.9,34.4,27.6,20.9,397.1
41.6,12.3,35,35.2,22.3,400.9
38.9,15.7,37.7,26,23.1,600.2
37.2,13.5,47,29.8,23.2,515.9
40.7,10.1,34.7,26.1,20,396.2
37.3,9.6,35,27.1,21.6,525.5
38.9,12.9,35.2,25.1,19.5,399.7
41.7,18.1,47.7,32,22.6,482.6
41.2,14.7,50.6,35.5,27.9,421.9
43.3,10.1,41.9,31.5,23,390.2
40.7,15.9,39.8,35.5,22.8,438.2
36.2,12.4,35.9,25.3,17.9,325.8
41.3,11.7,35.1,36.2,22.5,469.3
39.2,13.5,38.7,31.1,21.9,467.9
41.4,12.5,38.5,28.4,25.7,447.4
41.7,14.1,40.6,31.5,21.5,442.5
41.9,11.9,39.5,33.3,24.2,436.5
40.3,13,37,33.2,24.8,472
40.7,15.9,50.3,30.8,24.6,493.9
41.7,12.1,41,27.7,22.3,364.9
38.7,13,37.3,26.9,23,453.9
41.8,19.4,42,29.3,24.2,478.5
40,21.6,47.9,39,22,464.8
41.4,10.5,49.4,33.6,29.2,524.7
41.6,15.4,38.6,30.2,24,500.5
40.9,14.3,43,29.7,22.4,443.7
41.3,16.8,43,37.7,25.3,410.7
39.7,13.2,40,31.1,24.6,464.3
42.1,16.6,37.6,38,24.3,454.3
42.2,13,28.6,31.6,21.3,427.8
40.7,16.1,44.1,32.1,24.4,444.2
42.6,21.6,43.3,33.9,22.2,480.1
40.4,14.8,50.5,30.9,21.6,396
39.6,18.8,42.9,34.2,24.2,466.3
36.5,12.7,37.7,25.8,18.4,413.5
40.8,12.9,44.6,29.6,22.7,504.7
35.9,12.6,40.5,30.1,19.4,433.3
40.7,18.8,50.5,40.2,28,503.2
41.8,13.6,53.1,27.6,27.8,578.2
41.1,11,21.5,18.4,29.9,411.3
39.7,16.4,35.2,30.3,23.1,505
40.8,16.4,43.7,24,24.3,440.5
32.4,12.9,33,22.5,17.3,417.5
37.1,10.5,37.3,29.4,21.1,538.2
39.3,20.6,49.4,34.5,25.7,395.2
37.5,11.9,33,27.6,20.9,376.1
38.1,15.3,41.1,32.4,26.1,671.8
38.3,15.6,36.7,25.7,20.8,449.1
35.1,8.3,36.7,22.1,14.3,406.7
38.7,16.8,45.2,36.1,22,407.3
41,14.8,38.4,34.2,22.5,392
41.6,12.7,37.7,27.1,21.9,518.1
40.1,14.6,40.7,32.3,26.8,704.4
38.8,12.5,36.1,27.1,23.1,427.8
39.8,10.9,49.8,31,24.7,585.3
30.5,11,36.5,23.4,18.4,375.7
39.1,15.2,43.5,39.1,24.1,598.8
39,15.1,38.4,32.4,23,375.7
41.1,15.6,37.8,36.7,24.6,519.8
41.6,14.8,34.3,38,27.3,520.6
37.5,10.6,38.1,27.8,16.9,315.4
39.5,23.1,49.9,31.9,26.1,425.6
42.5,11.8,41.6,45.5,26.1,465.4
37.4,24.1,53.5,30.8,26.4,449
38.2,14.5,42.1,33.2,27.8,380
38,11.8,42.4,27.9,21.3,500.4
39.7,21.6,41,44.2,24.7,485.7
43.3,19,38.1,39.1,24,625
37.4,14,44,38,23,732.7
40.6,9,36.7,28.4,23.1,458.6
38.2,15.8,37.8,30.1,20.6,411.6
38.3,15.8,43.3,33.9,23.9,443.7
41.5,10,37.8,23.9,23.1,535.8
42.2,15.9,43.7,37,23,443.6
41.5,18.3,42.1,37.5,21.7,684.8
38.1,11.2,42.5,31.5,25.9,367.9
38.5,6.8,28.5,18,19.5,343.7
40.9,11.6,37.2,15.1,19.2,303.1
40.2,11,40,32.4,23.4,461.8
39.8,10.8,28.6,27.1,23.3,421.2
39,13,37.8,23.6,23.2,366.7
35.2,12.5,39.1,33.4,22.6,394.8
39.8,10.4,35.1,30.8,22.8,353.1
36.9,8.3,36.5,26.3,19.9,317
41.8,5.6,32.1,22.7,23.9,403.6
36.1,9.9,33.1,23.4,19,291.5
37.3,11.1,33.7,29.5,21.5,365.8
42.2,9.3,36,25.4,24.1,427.2
39.8,6.4,40.6,31.3,23.6,399.5
35.9,8.5,34.9,31.2,24.6,381.2
38.9,13.8,31.7,29.4,22.3,340.2
41.3,14.8,36.2,34.4,23.8,405.1
41.2,19,32.5,26.7,23.2,452.5
41.1,8.6,30.8,25.5,20.6,309.6
34.5,10.1,31.3,22.6,20.7,335.1
34.6,9.5,37,25.7,22.7,450.9
32.1,9.9,32.9,29.5,19,374.5
38.3,9.6,33.4,26.8,21.1,378.8
39.4,14.2,31.4,27.7,24.2,445.5
38.9,8,33.9,20.7,27,362.9
38.2,9.2,30,29.1,22.2,448.2
32.3,8.6,36.2,24.2,19,332.6
33.1,10.6,27.1,22,15.5,275.1
38.5,11,31.8,25.1,22.2,362.2
43.3,8.2,35.9,23.9,22.9,390.8
39.5,7.2,29.9,26.6,22.6,383.5
41.5,17,30.2,22.5,20.8,360.1
44.5,10.2,34.2,26.7,21.4,336.5
40.8,12.1,37.7,30.2,25.6,448.6
40.2,13.2,38.4,37,25.5,445.5
42.7,8,23.6,23,20,301.7
35.4,11.1,32.6,23.2,18.6,405.3
40.4,5.3,30.7,31.4,24.1,442.5
36.2,12.7,33.8,22.9,20,317.9
41.1,14.7,39.6,27,25.8,568.4
40.9,4.5,31.1,23.1,24.7,365.5
42.1,7.9,25.1,25.1,24.9,345.5
43.2,8.9,30.6,26.7,25.7,445
41.9,15.4,42.3,40.9,28,570.9
35.3,10.7,31,22.7,19.5,388.9
45.9,8.4,30.4,21.1,22.9,323.6
40.1,15.6,35.4,30.6,24.5,402
41.5,7.9,37.6,27.1,25,593
36.3,10.5,32.8,21.9,21,385.8
39.5,10.3,33.9,28.3,24.2,428.5
40.4,15.4,34.2,27.5,23.4,426.5
40.7,11,39.1,32.4,22.6,379.1
39.1,5.1,38.5,30.4,23.3,370
40,15.7,39.2,40.5,28.5,549.4
40.9,15.4,33.4,40.4,27.1,495.8
42.4,9,30.2,28.2,25.5,422.4
45.1,5.7,28.9,30.5,25.6,351.5
39.8,16.1,34.7,34,27.3,683.8
37.8,7.6,35.3,18.4,22.4,389
35.8,7,35.2,24.1,20.1,311
37.8,8.7,36.6,23.1,21.8,393
28.6,10,33.5,26.1,20.3,370.5
42.2,9.4,32.5,23.9,25.3,442.6
41.9,16.1,34.7,31.6,27.3,445.1
39.3,6.2,30,20,21.6,378.8
36.6,10.3,41,30.7,25.1,421.8
38.6,13.3,37.2,34.8,24.6,488.6
42.5,6.8,28.8,25.7,26.9,410.6
40.2,14.4,39.3,33.6,24.3,467.8
43.4,8.1,28.9,26.2,20.6,417.8
39.1,11.3,29.6,32,21.7,520.1
41.2,11.7,38.1,33.4,24.8,422.2
39.8,8.6,31,33.8,27.5,536.8
43.4,9.3,32.9,27.2,28.4,409.8
38.7,11.4,33.1,24.4,25,410.6
41.7,8.3,29.3,24.9,27,482.5
33,7.8,29.2,29.2,19.2,312
37.6,10.7,33.7,29,23.8,338
30.5,7.6,28.3,18.9,17.5,284.9
35.7,14.1,36.2,23.9,20.9,340
40.2,21.3,32.9,22.4,22.9,391.3
41.7,10.3,36.7,25.6,20.6,361.7
40.6,10.5,31.3,26.9,22.9,402
36.1,10.1,40.6,19.5,19.7,310.7
37,6.2,33.6,26.5,21,411.5
37.1,9.7,36.6,33.5,21.2,379.2
40,7.9,30.8,22.1,20.3,352.3
39.3,11.4,32.8,28.1,21.3,382.1
37.4,6,32.7,20.1,21.2,375.8
41.2,11.3,33.2,34.5,21.7,358.4
37.3,11.2,39.5,24.9,22.1,412.1
36.7,14.8,35.2,25.7,23.7,337.9
40.7,11.1,29.3,31,22.6,464.9
37.4,13.9,36.9,25.1,21.9,311.1
40.1,8.5,34.6,30.6,21.9,428.9
37.9,13.4,35.6,31.9,22.4,365.2
40.8,8.2,22.7,25,20.4,366.1
36.4,7.8,37.3,26.6,22.6,351.6
40.4,14.8,37.7,27.7,22.8,356.1
40.7,5.2,19.8,23.2,24.7,509.7
43.1,3.6,27.9,27.3,25.5,394.7
36.8,12.2,23.2,22.4,20.4,309.5
38.3,13.1,41,28.1,23.5,404.8
38,12.9,40.8,27.1,23.6,389.7
42.1,8.1,31.2,32.4,21.7,306.4
39.7,4.4,27.2,23.4,21.7,312.7
37.2,10.7,39,32.1,23.7,442.2
34.8,8.7,31.7,19.6,16.7,289.2
33.8,8.9,28.3,20.8,15.4,348.7
37.7,11.3,37.2,30.6,22.2,398.3
40.2,7.9,35.2,25.1,23.8,317.1
39.3,10.9,29.8,35.8,26.3,328.7
40.4,11.5,27.5,21.4,22,410.2
39.7,11.3,29.7,29.5,22.5,380.8
37.9,7.9,32,23.5,22,309.1
34,12.6,35.2,28.4,24.3,421.1
32.4,5.4,27,18.7,16.7,304.6
31.2,16.3,39.2,24.2,28.5,353.7
31.7,13.2,39.3,26,26.5,430.7
34.5,7.4,29.6,21.1,17.8,284.7
34.5,5,25,20.8,16,259.7
35.5,8.6,23.8,19.4,18,314.1
31.5,8.5,30.8,22.9,19.4,282.8
34.6,9.6,31.4,24.1,20.7,298
33.3,8.6,29.6,20.9,18.3,331.4
34.6,11.5,27.2,22.7,16.7,352.8
32.9,9.1,37.6,26.5,17.6,202.3
36.9,12.3,25.8,29.1,22,411.9
31.9,6.7,38.6,24.3,19,296.4
35,8.9,33.1,25.9,18,361.4
32.3,6.4,24.6,18.8,18.5,301.2
25.3,5.3,19.1,13.1,14.7,258.5
34.1,8.3,37.3,26.1,18.5,342.3
31.7,15,37.8,30.3,33.4,313.4
36.8,6.3,26.6,26.2,17.7,328.8
36.6,10.2,26.1,15.2,17,313
31.8,10.1,39.7,27.3,22.8,493.5
33.9,6.2,25.9,20,16.3,366.8
36.1,9.1,34.9,18.8,17,301.6
34.5,9,31.2,21.5,21.2,306.1
32.3,7.4,26.5,19.5,16.2,284
34.1,10.5,37.1,21.9,21.7,315.5
38.5,6.3,26.2,18,19.8,284
34.7,7,30.8,24.7,17.7,287.3
36.4,5.7,22.9,20.3,16,246.7
37.3,9,29,20.2,17.9,272.6
39.1,7.5,30.4,23.1,20.7,331.8
29,6.2,21.4,17.7,16.5,314.8
36.9,6.6,30.8,26.5,22.1,334.7
31.8,6.3,21.6,21.9,18.1,252.2
35.5,6.2,23.3,17.1,15.7,359.2
35.8,7.6,36,31.3,20.1,377.1
34.1,12.6,32.3,22.4,20.7,305.6
35.8,6.4,23.4,24.1,17.4,324.8
33.8,8.1,26.9,27.1,21.5,330.5
36.8,7.8,29.2,22.1,17.3,258.3
35.4,5.3,28.5,21.1,17.8,306.3
30.1,7.6,33.8,27.7,19,305.2
31.2,18.4,38.9,29.2,31.1,496.8
32.9,12.2,34,24.3,23.7,334.7
39.3,8.5,24.5,28.7,21.7,296.7
34.3,7.2,35.1,30.5,17.2,249.8
32.5,8.8,26.6,22.5,20.2,455.7
35.2,9.6,28.7,20.5,16.9,289.8
34.3,7.3,27.9,23.8,16.3,250.5
34.4,6.3,26.9,19.7,18.3,289.3
33.1,6.1,30.1,25.8,22.8,343.2
37.2,11.2,31.9,23.2,17.7,336.4
33.8,10.7,33.5,29,18.7,394
37.3,5.8,31.7,20.5,21.4,334.7
35.6,8.8,30.8,17.2,20.2,274.7
31.1,7.6,28,21.9,18.8,329.6
34.6,10.8,37.2,25.9,16.1,298.3
38.9,8.3,34.9,20.7,16.2,303.5
35.6,5.1,32.8,20.3,14.8,273.1
37.6,9.5,30.6,16.7,15.4,276.6
36.9,5.1,33.5,22.9,14.7,317.1
35.8,8.4,36.4,26.5,15.5,314.1
35.9,10.1,34.8,23.2,17.4,333.3
38.6,6.9,37.1,24.1,15.2,381.8
38.5,7.6,41.4,25,17.3,297.4
30.7,9.4,32.6,21.5,14.4,293.5
38.9,8.1,36.6,31.5,17.1,315.3
35.2,8.4,32.2,22,16.7,276
34,10,43.3,24.6,16,277.9
36.2,5.9,38,21.2,14,297.7
36.7,6,35.6,22.7,15.3,263.1
37.6,6,30.1,30.5,17.2,282.4
33.9,8.5,32.9,21.1,15.3,291.5
36.7,7.9,38.5,26.2,16.8,332.6
33.5,7.1,36.8,25.9,17.6,283.5
35.9,7,39.4,24.2,14.6,309.5
37.4,7.9,36.7,25.6,16.4,291.5
33.5,10.4,37.4,32.4,16.4,276.8
29.7,6.3,28.8,20.6,13.7,314.6
33.9,10.6,34,24.8,17.2,287.8
38,6.3,30.9,24.7,17.1,261
36.8,7.5,35.4,30.4,15.6,345.3
35.7,9.4,34.6,28.4,17.3,262.3
32.3,9.3,31.1,20.8,17.6,257.1
38,4.9,35.1,26.9,17.8,288.2
36.9,10.7,36.1,23.6,15.9,293
39,7.6,36.1,27,16,302
35.9,6.2,39.4,27.4,14.9,287.4
38.5,8.4,36.4,26.9,16.1,297.2
34.7,9.7,37.9,25.9,17.5,280.5
39.1,7.4,25.6,25.1,14.7,333.6
37.6,7.3,30.4,25,13.8,318
36.5,6.1,26.5,18.5,13.6,297.3
39,4.9,32.4,33.6,17,340.4
36.4,8.4,40.9,29.7,14.8,286.8
32.3,10,37.1,26.9,15.8,284.1
35,8.4,31.3,22.7,14.7,276.3
38.8,9.9,29.7,23,15.7,309.8
39.6,7.7,28.2,21.8,16.4,268.2
38.8,11.5,39.6,27.5,16.5,307.2
36.3,7.6,33.3,26.1,15,307.7
38.7,5.9,27.4,19.2,14.1,284.3
36.1,9.3,38.6,26.6,15.9,282.8
37.7,6.9,36.2,26.3,16.7,344.9
35.2,6.8,34.3,29.8,18.4,272
34.9,7.6,35.8,19.9,15.8,293.8
37.6,6.5,32.1,25.8,16.3,243.6
37.8,9.9,26.5,24.1,14.2,296.5
37.9,8.4,40,28.8,17.8,264.9
36.4,8.8,34.9,26,14.8,305.5
31,8.1,29.9,17.2,15.7,271.8
36,10.5,40.6,25.3,17.4,267
36.7,8,36.3,26,15.8,282
38.7,7,31.3,25.1,14.4,333.5
38.6,8.6,22,27.3,15.9,257.7
34.4,8.8,32.6,25.5,16.6,330.4
36.7,12.1,41.8,29,16.4,289
35.9,13.7,35.5,28.2,16.6,353.5
37.3,11.4,36,29.2,16.6,297.8
34.1,8.5,35.7,25.4,15.9,272.7
38.2,5.6,35.6,28.9,15.8,333.1
35.8,10.5,39.1,27.1,15.4,276.6
40,4.8,35.6,22.9,16.5,276.2
35.4,6.8,23.7,20.8,13.6,258.5
34.7,8.8,37.7,23.5,14.8,293.1
34.5,8.9,30.8,26.2,15.4,279.2
32.3,7.9,35.6,20.4,14.2,305.1
36.7,7.1,34.3,26.7,15.5,290.5
35.5,8.8,33.3,21.7,16.6,305.9
37.3,7.1,38.7,26.7,17.3,283.3
38.3,9.7,38.4,30.5,14.8,358.5
32.8,10.8,36.9,29.2,16.9,321.6
30.7,9.1,34.1,19.8,14.2,255.1
35.8,10.4,36.3,20.1,16.5,266
35.3,10.3,34.4,24.2,16.4,279
32.2,7.2,34.1,21.7,14.5,276.5
38.3,10.2,29.2,26.8,17,350.9
38.3,7.4,35.6,22.3,14.9,287.8
39,4.7,22.5,27.8,14.6,287.7
34.7,6.7,33.7,23.7,16.2,289.6
38.1,7.1,32.8,19.7,15.1,367.4
37.1,6.7,27.3,19.5,15.2,303.1
32.7,18.2,47.4,28.7,26.1,416.3
37.5,8.8,31.8,21.1,15.9,301.5
34.4,8.5,32.1,20.6,14.5,245.1
30.9,8.3,36.8,20.6,13.6,298.1
38,8.1,34.8,28.3,16.4,323.2
37.9,8.1,25.9,30.1,16.2,286.1
34.2,9.7,40,24.6,14.3,290.4
35.1,10,31.9,26.2,19.5,408.2
33,10,27.1,22.9,17.9,386.3
38.4,5.8,25.7,18.1,15,253.8
32.6,8.9,28.1,23.3,21.9,331.7
42.1,4.3,24.3,31.4,20.5,426.9
36.9,5.8,24.4,22.9,19.4,403.3
33.7,7.4,32,17.8,20.8,351.9
35,12.9,30,19.3,21.6,393.6
37.3,8.5,28,27.9,19,344.7
38.1,9.2,33.6,21.7,20.4,369
39.4,14.8,38.5,28.8,22,368
40.5,10.7,34,24.1,21.2,475.3
34.7,7.1,38.9,27.1,21.3,361.3
40.6,7,27.5,21.7,16,332.8
35.1,7,23.5,17.2,16.6,356.8
35.5,14.5,30.9,23.1,20.8,327.9
37.6,9.3,31,18.6,18.8,423
35.7,8.3,28.3,20,15.6,299.3
39.9,8.2,28.7,21.4,15.4,270
32.5,7.8,31.3,19.4,15.8,275.2
33.7,6.5,24.7,17.8,14.2,284.4
32.5,8.5,28.2,21.2,15.7,279.5
33.1,7.4,27.6,18.7,16.3,283.3
34.2,7.2,26.6,17.2,13.6,278.6
32.4,9.9,31.5,23,16.5,289.7
35.3,7.6,33.4,23.7,16.8,280.5
40.8,12.1,37.1,24.2,18.2,318.5
37.7,11.1,31.7,30.9,17,386.4
34.6,7.3,21.6,23.6,12.5,257.9
36.2,10.3,29.3,23.7,15.1,327.3
34.3,11.9,32.2,28.4,17.5,355.3
39.8,8.6,28,26.6,16.1,388.8
36.1,11.5,36.3,31.1,22.3,426.2
33.1,10.7,29,29,15.8,312.3
34.6,9.8,32.3,28.2,16.3,384.9
36.1,5.7,22,17.5,12.2,252.3
34.1,9.2,26.9,25.5,14.5,309.5
33.7,9.8,25.3,25.2,12.9,289.7
34.9,7.2,27,22.9,13.9,307.9
33.3,6.7,21.7,20.3,11.7,275
39.4,8.1,27.7,28.9,16.3,393.9
34.7,8.3,26.4,27.3,15.5,304.7
37.5,13.1,38.6,31.2,19.4,433.7
32.5,6.1,23.1,19.9,11.6,256.7
36.7,7.3,25.7,23.8,14.2,339
33.8,7,25.2,25.6,15.1,285.6
36,7.9,31.1,26.1,16.1,335.2
32.2,7.9,24.3,29,15.7,281.8
41.9,5.3,26.7,21.1,16.5,320.6
34.8,13.8,34.1,28.7,24.7,307
31.8,8.9,26.6,15.7,14.8,264.1
36.2,7,29.8,17.3,15,335.5
37.3,7.5,26.6,20.6,17.3,349.3
37.5,9.4,35,30.8,19.9,414.1
30.2,18.8,38.3,26.2,27.3,270.7
32.7,7.5,28.3,14.4,15.7,277.8
31.6,12.5,34.9,22,23,260.9
40.6,8.9,29.5,23.2,18.4,368.4
36.6,10.6,31.4,22.2,20,315.7
33.2,9.7,34.3,23.7,17.8,309.5
32.4,6.5,23.7,14.9,14.8,309.6
34.6,9.2,33.5,24.9,19.4,475.3
38.9,10.3,28.1,26.3,16.8,222.5
31.3,8.8,31.7,29.4,19.1,361.2
39,18.1,35.6,24.7,18.1,415.1
32.4,11.2,36.3,24.4,17.4,388.4
34.5,6,39.9,27.9,15.2,321.1
39.7,6.1,28.3,26.7,14.4,239.4
32.3,12.2,33.4,28.1,18.8,390
38.3,7.6,24.2,20.3,15.9,288.6
30.8,5.5,22.9,10.2,9.3,214.2
40.4,10.5,27.1,19.9,14.6,218.4
32.6,9.4,31.5,22.3,19.6,322.3
39.4,7.2,27.8,24.7,18.9,395.6
34.1,8.2,28.9,19.1,17,286.8
30.8,8.6,31.3,29.4,17.7,370
37.2,11.3,31.5,22.6,15.7,254.9
34,4.8,16.3,12,13.5,209.9
37.8,5.1,16.2,11,15.6,206.9
36.6,10,33.8,24,19,313.7
34.2,11,33.7,24,18.6,296.3
35.1,9.3,36.6,26.3,20.3,324
34.7,8.9,30.2,21.7,20,326
38,11.8,38.7,26.6,22.3,385.6
35.6,9.7,33.6,23.5,21.5,342.7
